video_id,title,thumbnail,description,upload_date,uploader,channel_id,duration,view_count,like_count,average_rating,categories,subtitles,automated_captions
E1UmvcuJJHs,So my husband wants tteokbokki every weeeeeeek 🤤,https://i.ytimg.com/vi/E1UmvcuJJHs/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBdKFcwDw==&rs=AOn4CLAFr6HXgB7qQewG9-3npgNhsHQwNg,detailed recipe here: https://msshiandmrhe.com/cheese-tteokbokki/,20230223,Ms Shi and Mr He,UCDDrB-yGonf4uL2NDf6njTA,47,3828665,341578,,Howto & Style,,https://www.youtube.com/api/timedtext?v=E1UmvcuJJHs&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261439&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=76B6181F8C53394B0247F90C5D47C8B17FADBBD8.5DDF8A433EA866D51F63C290E9A8CE5E305E7B03&key=yt8&kind=asr&lang=en&fmt=json3
NlDwLEXW0NE,reley rece 🔥#jimin #v #jhope #jungkook #bts,https://i.ytimg.com/vi/NlDwLEXW0NE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYSyBlKC0wDw==&rs=AOn4CLBaai7Y_aYgsnEM9xKAwPY8CRBcHw,,20220808,Taekook,UCPr0qag-ucBsKrKW-25uckg,56,10149745,1291799,,Gaming,,https://www.youtube.com/api/timedtext?v=NlDwLEXW0NE&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261440&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=6ACDE9D0EEC8F698C6854AE005B09697B1F6AE66.77606F810C1ECBAE3508357668BA43AEB72C133C&key=yt8&kind=asr&lang=en&fmt=json3
Yo7CzqRq7eI,"Kizz Daniel, EMPIRE - Cough {Girls Dance}",https://i.ytimg.com/vi/Yo7CzqRq7eI/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYDyBlKEswDw==&rs=AOn4CLA4iWZhr-MzfniVo11EpAy9EZX8Yw,DC by Leilah,20221208,jane leila,UCjP5BlgwqYFsQZX7ievZRQQ,58,3774031,129260,,People & Blogs,,
F8xAsMZv03Q,The best cheat code in GTA ever 😍🔥,https://i.ytimg.com/vi/F8xAsMZv03Q/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYMSBXKH8wDw==&rs=AOn4CLDxLB_2B9kxfLkKLTJMLyGiTsTjSg,"Follow me on Instagram : 👇🏿

https://www.instagram.com/xzit_thamer/?hl=en


Follow me on TikTok: 👇🏿

https://vm.tiktok.com/ZSe8oF11t/",20210823,Xzit Thamer,UCUwf9tuytTCVP6SzMaGwDVA,33,53504089,2799044,,Gaming,,
kQ1X2H1_otM,"January 31, 2023",https://i.ytimg.com/vi/kQ1X2H1_otM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYfyBaKDEwDw==&rs=AOn4CLDZwON6LWQ_f8stwvrY79CUYCwG0w,,20230201,That Little Puff,UClFN9LShD_Pv0wnSeUKbUZw,41,100122285,4145647,,Pets & Animals,,https://www.youtube.com/api/timedtext?v=kQ1X2H1_otM&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261442&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=30A6BD6E24292CECCE2089AA290DE33E342565B1.46166DE7665B5F8A360C13354FF69ED158C0780A&key=yt8&kind=asr&lang=en&fmt=json3
hhrKlW9s6Zk,Cleaning off algae covered pond decor￼,https://i.ytimg.com/vi/hhrKlW9s6Zk/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ab4EgAKACIoCDAgAEAEYZSBgKFgwDw==&rs=AOn4CLAirIyBIcVKhxmr_F7ODFAExYpWhg,,20221207,RuthAnn Freeman,UCx3eH25Qqe7g77UvmkdwSQA,60,3216790,189438,,People & Blogs,,https://www.youtube.com/api/timedtext?v=hhrKlW9s6Zk&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261443&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=5E61AA8F1758E001A956F614FB792892BC62599D.886643490B3FDE4D5C2EEDDBB8C9A86504C706B8&key=yt8&kind=asr&lang=en&fmt=json3
dEw0ICxoeRI,Worlds Most REALISTIC Magic Wand!!!🪄,https://i.ytimg.com/vi/dEw0ICxoeRI/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciA3KEswDw==&rs=AOn4CLDwmg1n5HDxqQFkFZIQ0i8Y3XWqFg,,20221209,Kyle Krueger,UC7rsYYvQbqQrJDGhqWmtAgQ,58,1451344,,,Entertainment,,https://www.youtube.com/api/timedtext?v=dEw0ICxoeRI&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261445&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=0D1A44C806C2590262A6D1FF9CAFE44ACC730AD6.AAD035AC3BE43666B000E98363F975E9B885D84F&key=yt8&kind=asr&lang=en&fmt=json3
Irl_lxtZPK4,Just don’t call it a chai tea latte.,https://i.ytimg.com/vi/Irl_lxtZPK4/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYSiBVKGUwDw==&rs=AOn4CLDCrNvEAf2OPrD7m3v5OZl7OfPWjw,,20230226,Kumaar Family,UCaNUOonSjCeuQoKLDsz3LNQ,49,8691317,430537,,People & Blogs,,
qzxIlxgJAhE,Is This A Better Version Of Black Widows Death?,https://i.ytimg.com/vi/qzxIlxgJAhE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYViBhKGUwDw==&rs=AOn4CLAeEKxCqn4hFKJifIUSl0zPGsdThQ,#shorts #avengers #blackwidow #endgame #avengersendgame #hawkeye #natasharomanoff #marveledit #marvelshorts #marvelshort #mcu #mcushorts #mcuedit #jdawg,20230206,JDAWG,UCSoCGb4YA087uqngv-912TA,59,1128114,79474,,Entertainment,,
NCSukeQyPDY,The lil girl just stopped 😭,https://i.ytimg.com/vi/NCSukeQyPDY/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBZKFIwDw==&rs=AOn4CLA3p76Te3Q40zWeMwAT8DpPlVIb1w,,20230220,Lil Mark,UC3559oEQ9fSnpkPuCG1LC6w,21,1264603,81476,,Entertainment,,https://www.youtube.com/api/timedtext?v=NCSukeQyPDY&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261448&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=2FA71A08EFA1027FA96AC925B77165E775F4E26C.31CEF677CB2ECB6F3EAFF78D14040427D74ED03E&key=yt8&kind=asr&lang=en&fmt=json3
2AQC6Ui1I-c,Texting my wife “You forgot to say I love you” 😂 @RegalNoise #shorts #viral #funny #comedy,https://i.ytimg.com/vi/2AQC6Ui1I-c/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYUCBeKGUwDw==&rs=AOn4CLDv8ve9Ufgzo2ZS7VkjU1kq-6MgDQ,,20220922,Hannah & Regal,UCI3-NzrXWEAYrbPX4Uxk8qA,28,37535393,1597010,,Comedy,,https://www.youtube.com/api/timedtext?v=2AQC6Ui1I-c&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261449&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=5855E1168A3A7940700C3524D8D9797CA6E406B6.CFD901E730B5CD04766CA8BF2D28F259CE22EB91&key=yt8&kind=asr&lang=en&fmt=json3
e2wfpKj1m8w,Trying every McFlurry flavor in Ashdod! #foodie #shorts #mcdonalds #fastfood #eating #icecream,https://i.ytimg.com/vi/e2wfpKj1m8w/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciBHKDcwDw==&rs=AOn4CLAXwcL7uXqyRbBwNlKPebfhCtoLOw,,20230209,KarissaEats,UCamdvUq4-BoneYsHZt0Agrw,60,1053683,85722,,People & Blogs,,https://www.youtube.com/api/timedtext?v=e2wfpKj1m8w&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261450&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=745A2E853F5043E40DEF36EC3FE07EF72FE6E108.604C4108E6F0F5BC2099942DBA61BBE229AE6CD7&key=yt8&kind=asr&lang=en&fmt=json3
g9Oi5dQ6Fik,KidzBops worst songs - Part 1 #singer #coversong #comedy #parody,https://i.ytimg.com/vi/g9Oi5dQ6Fik/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZQDgALQBYoCDAgAEAEYQyBDKGUwDw==&rs=AOn4CLDzybdkALXI2pKFslcqZBGE6_0GeA,,20220531,Daniel's Wall,UCRWu77ldqaQboq3JXLd5waQ,59,6747155,561503,,Education,,https://www.youtube.com/api/timedtext?v=g9Oi5dQ6Fik&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261451&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=4D039B2992A5CD3550FC9739521903B96D973854.3EB2CF3C35D4C9A55C732C062304957065338CE9&key=yt8&kind=asr&lang=en&fmt=json3
1_CEl3e1rNM,wearing colors they said wouldn’t look good on me 🫣❌ #diynails #nails #longnails,https://i.ytimg.com/vi/1_CEl3e1rNM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBPKEcwDw==&rs=AOn4CLBSyuD6RgeC2CfN8wh_UAXymNaPow,"What do you think....were they right? I wasn't sure if this orange-red color would look good on me, but I think doing some simple squiggly wavy nail art really made it pop off. 

🎟️ The polish - That's The Ticket by @KathleenLights :https://lightslacquer.com/products/thats-the-ticket

🍑 The nude base color: @cirquecolors  Chiffon https://www.cirquecolors.com/chiffon/?gclid=EAIaIQobChMI0MyiiOGz_AIVwdrICh3XyAPZEAQYASABEgI5vfD_BwE

💧 The Drip Ring (code thegraytergood to save 15%) https://mariejune.com?sca_ref=3229562.GFECavdyjm

💿 Obviously used a @HoloTaco Glossy Taco: https://www.holotaco.com/products/glossy-taco

🖌️ The striping brush I used for the nail art: https://www.amazon.com/dp/B075SJ8XHF?linkCode=ssc&tag=onamzeliza0db-20&creativeASIN=B075SJ8XHF&asc_item-id=amzn1.ideas.1OPPFF7Z4SA9I&ref_=aip_sf_list_spv_ofs_mixed_d_asin

 🛒 Amazon nail favs: https://www.amazon.com/shop/thegraytergood (affiliate)

🎁 LTK: https://www.shopltk.com/explore/%40thegraytergood

💅🏻 One of my favorite gel brands, @LeMiniMacaron use code GOOD15 (non affiliate): https://www.leminimacaron.com",20230116,thegraytergood,UCgqx7RBTxVMyuRmmVtXdGBA,33,9670026,,,Entertainment,,
0KUd3QBnNko,Everything I ate at McDonald’s in Haifa! #foodie #shorts #mcdonalds #fastfood #burger #friedchicken,https://i.ytimg.com/vi/0KUd3QBnNko/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciBFKEQwDw==&rs=AOn4CLC4RumAHTmESznSkshtY_UaOjF7uw,,20230131,KarissaEats,UCamdvUq4-BoneYsHZt0Agrw,59,1683646,132472,,People & Blogs,,https://www.youtube.com/api/timedtext?v=0KUd3QBnNko&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261453&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=50D9E6503E7DF6AF9822332C8A4151C73777A797.4BE7CEC924C22D5E3BA32499CFED0BDF2C0AA9C1&key=yt8&kind=asr&lang=en&fmt=json3
w2BM9UhUUw8,GUESS the RANDOM Colors…(HARD) 😳🌈✨ #artchallenge #drawing #shorts #guessthecolor,https://i.ytimg.com/vi/w2BM9UhUUw8/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciBNKDMwDw==&rs=AOn4CLBdObsrWHPV8rJl4RKfwmqNDXCJMQ,,20230227,Hassan Draws,UCvDsSbk4K_y5DytrqXzLjAA,38,3332002,249848,,People & Blogs,,
zboZ-0VFRx4,🔮쿠로미 테이프풍선 만드는 방법!🖤#shorts,https://i.ytimg.com/vi/zboZ-0VFRx4/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBOKEkwDw==&rs=AOn4CLDjyt1LdWU1ELZdglat7P-ZW8SdNw,"🔮실리콘테이프풍선 만들기
-테이프 풍선 만드는 방법
-테이프공 만드는 방법
-테이프 DIY",20230222,밍투데이 MingToday,UCnGWCce4c3yXBm-YNrYNa_Q,44,1481093,101436,,Entertainment,,
PEUIHWutbxU,SHE DID THAT 🔥🔥🔥🔥 #maxwelljennings #weddingday,https://i.ytimg.com/vi/PEUIHWutbxU/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBdKEowDw==&rs=AOn4CLADkS5WZ7rI92yHVTMQQKaUy0iqFg,,20230203,Maxwell Jennings,UC1e6LowBqBIUvM7XbR2-ltg,60,1192650,61152,,Entertainment,,
eL0RT-gYKD8,Kicked Out of Disney Karaoke! #shorts,https://i.ytimg.com/vi/eL0RT-gYKD8/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBgKEwwDw==&rs=AOn4CLC9VXI7OirOOywT7IqYQf8lUfJi2Q,That one time I sang a naughty song at Disney karaoke and got kicked off the stage!  #disney #karaoke #storytime #letmeexplainstudios #rebeccaparham #animated #animatedstories #disneycruise #cartoon,20230204,Let Me Explain Studios,UCu6v4AdYxVH5fhfq9mi5llA,59,1535182,184535,,Film & Animation,,https://www.youtube.com/api/timedtext?v=eL0RT-gYKD8&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261458&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=08E186FB41320BA1CFE51EDB23C1CD2E028AB66D.E0B13096FD9FB083397B9670C61873009EBB82B8&key=yt8&kind=asr&lang=en&fmt=json3
slxOSuWq2Ms,respect || 😳💯😳💯😳 | see pinned comment,https://i.ytimg.com/vi/slxOSuWq2Ms/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYUCBiKGUwDw==&rs=AOn4CLCN282LWXs3SDvZXX88uVX6gg2wUA,"respect 
respect shorts 
respect videos
respect status
respect 99+
respect girls 
respect short video
respect moment in football
respect your teacher
respect teacher status
tiktok
tiktok mashup 2022
tiktok songs 
tiktok dances 2022
tiktok compilations
tiktok compilations 2022
tiktok respect songs 
tiktok respect video 
tiktok respect girls 
tiktok respect compilation
tiktok respect girl video 
tiktok respect funny video 
tiktok respect anime 
tiktok respect football
top 10 respect songs 
top 10 respect background music
top 10 respect background songs 
top 10 respect attitude songs 
top 10 respect moments
attitude status
attitude songs 
attitude shayari 
attitude songs status
attitude boy status
respect attitude status
respect attitude songs 
stunt short video
stunt shorts 
stunt short
short video 
shorts song
short funny
short dance 
YouTube shorts 
YouTube shorts monetization
YouTube shorts event 
YouTube short video
yt shorts 
yt shorts 1m
yt shorts viral trick
yt shorts monetization
shorts video 
shorts viral trick 
#fyp #respect #shorts",20221224,Respect show,UCQcWFxSgkxgqVh8zwG7pmhw,57,56996896,3415463,,Entertainment,,
KQEvXhUmFU0,Cristiano Ronaldo Reacts,https://i.ytimg.com/vi/KQEvXhUmFU0/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYUSBWKGUwDw==&rs=AOn4CLBTv2ObT8ZEK22jXa9jx8cFcMSSPQ,,20230110,Cristiano,UCd84KUlhKQYXrMHsOPfyxcw,36,66016521,1766374,,People & Blogs,,https://www.youtube.com/api/timedtext?v=KQEvXhUmFU0&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261460&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=6DBE18064E1AB1B00D5A7FEAADF5177338C814C9.158D6C789658D0DD7369B9F3BF8214E404223404&key=yt8&kind=asr&lang=es&tlang=en&fmt=json3
joJSrPcCafM,I want to be skinny and wear what I want weight loss before and after transformation #weightloss,https://i.ytimg.com/vi/joJSrPcCafM/maxresdefault.jpg,"smoothie diet https://bit.ly/40PusQY
leggings https://amzn.to/3DSjAIo",20230212,Obizi's Weight Motivation,UCvDxGsAmlDYyTlxhDhVZ-3g,44,6210082,500534,,Howto & Style,,
_bjl9RsHCJ4,Too many thoughts..🤯🤣 sound via @Ryanhdlombard,https://i.ytimg.com/vi/_bjl9RsHCJ4/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYUiBbKGUwDw==&rs=AOn4CLAJFkzpFZujMBA_vSTh7CZBGRDm8w,"Gaming 217

🎙️TT / ryanhdlombard
https://tiktok.com/@ryanhdlombard
📹 Gaming.217 

⇨ TIKTOK: 
https://tiktok.com/@gaming.217",20230209,Gaming.217,UCwKdGzc1GKU5OFJGaSY_ckg,40,12545904,660388,,Gaming,,https://www.youtube.com/api/timedtext?v=_bjl9RsHCJ4&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261463&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=3427B968F1694A66918FA34A36732DF09821C4B6.91C9DF4C2B9E3C6A653AF018D1F78C3515EC3C25&key=yt8&kind=asr&lang=en&fmt=json3
a_2z1_w2Z4I,Strawberry pink chocolate bread ピンクチョコなめらかクリームパン #shorts #asmr #cooking,https://i.ytimg.com/vi/a_2z1_w2Z4I/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBNKFkwDw==&rs=AOn4CLD89NtAvW2zk4uJQnm1cSMbhI2MEw,"Cacao ! ∴∵ゞ(´ω`*) ♪ 
This time I made ""Nameraka cream"" with Pink Chocolate.
It was delicious with a rich strawberry flavor.
May the cacao be with you !

[Ingredients]
2 g : Plate gelatin
160g : Fresh cream (36%)
45 g : Pink chocolate
15 g : Granulated sugar
50 g : Strawberry jam
spearmint
Chocolate sauce
Strawberry Freeze Dried

[Items] (Amazon Associate link)
Pink Chocolate LOTTE
https://amzn.to/3iKfkmJ

Subscribe me !
https://bit.ly/3dgyzSs

[Book / Chocolate cacao Recipe]
https://amzn.to/2t4l6Wo

[SNS]
Twitter : https://twitter.com/chocolateSeijin 
instagram : https://www.instagram.com/chocolate_cacao_seijin/ 

#chocolate #eating #asmreating #recipe #bread #mukbang #strawberry",20230119,Chocolate Cacao チョコレートカカオ,UCqzebzc9N19X3MVFnuFYtRw,60,8354205,589985,,Howto & Style,,https://www.youtube.com/api/timedtext?v=a_2z1_w2Z4I&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261464&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=E9573A3EC8BCF5A5163644877E45E47194254A8C.90985216D0316BD6E639D2D360CBA07FB590553D&key=yt8&kind=asr&lang=en&fmt=json3
kDohRDaXhH0,respect,https://i.ytimg.com/vi/kDohRDaXhH0/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgALAB4oCDAgAEAEYSyBaKGUwDw==&rs=AOn4CLC_QyuwiY0YPXDIlacboJVkHh4v7g,,20220809,Jackson react,UCwkP6gUaS9O9-naapJhtuNg,29,52625517,3531646,,Entertainment,,
BItYxYAzlz0,These Takis snacks exist?!,https://i.ytimg.com/vi/BItYxYAzlz0/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBUKFAwDw==&rs=AOn4CLDwxK-XrcA_lnKdh-f2nNZVJBM8JQ,,20221211,Ashley Yi,UCwcYWt8Lckyjhq4oAlmWDdg,60,7284210,403711,,People & Blogs,,https://www.youtube.com/api/timedtext?v=BItYxYAzlz0&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261466&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=3510FBCA6F4EA7F1F6438FCE7EC0FDC1DE708558.9B47489084987711DAF2F5CD052AE694F66C8E8A&key=yt8&kind=asr&lang=en&fmt=json3
IV9nHOXI_gg,Day 8 of Doubling the Eggs #shorts,https://i.ytimg.com/vi/IV9nHOXI_gg/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYaCBoKGgwDw==&rs=AOn4CLCNdpSYRBpRBDIFOVaPSbIca4n7Mg,,20230216,PetersPasta,UCMsQdrzt1oyVC5KF6N98wFw,32,954331,42812,,Education,,https://www.youtube.com/api/timedtext?v=IV9nHOXI_gg&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261467&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=0668A0CCF78E7AED0E814A8D436666BEBEE20B63.E958054555657A0E38E3D5A9F518AB14678E5E3B&key=yt8&kind=asr&lang=en&fmt=json3
gY3saWQd9Gs,The WORST Kept Secret EVER! Super Mario is officially moving to FLORIDA- Super Nintendo World,https://i.ytimg.com/vi/gY3saWQd9Gs/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYfyATKB4wDw==&rs=AOn4CLBs4geqMmNnpng1kl0uVtQ1fq5BdA,"Super Nintendo World at Universal Studios Hollywood opened to the public on February 17th, 2023! But at the grand opening ceremony, the CEO of Universal Parks & Resorts officially announced that Super Nintendo World would be coming to Universal Orlando Resort at Universal's newest theme park Epic Universe which is set to open by Summer 2025! He said this was the worst kept secret ever! The immersive theme park land will have 3 rides- the Mario Kart ride, the Yoshi ride from Japan, and a brand new Donkey Kong-themed mine cart coaster!  DON'T FORGET TO LIKE AND SUBSCRIBE!*** ►http://bit.ly/2mfriBD ◄

►LAST VIDEO: Top 10 Fastest Rides at Disneyland Paris https://youtu.be/TFMU7n8GhUk


►BUY TPM MERCH! https://teespring.com/stores/tpmvids

Social Media! 
► Follow on Twitter! https://twitter.com/TPMvideos
► Follow on Instagram! https://instagram.com/TPMvideos
► Follow on Facebook! https://facebook.com/TPMvids
►Follow on Tik Tok! https://tiktok.com/thetpmvids


►DISNEY BEAT PLAYLIST: https://www.youtube.com/watch?v=lidznGlh7fw&list=PLZg0YgjlWEqQRuCbtjWun1x8HZRWaTHGY



*Have a video you want to share? Submit your clip(s) at www.tpmvids.com




TPMvids is not affiliated with NBC Universal or Nintendo in any way. Any opinions expressed are those of TPMvids and do not reflect any other companies or individuals. This video is put together in compliance with fair use under the classification of education and commentary to begin an open conversation. Any opinions expressed are those of  TPMvids and do not reflect any other companies or individuals.",20230217,TPMvids,UCMddDi4iCT8Rz8L0JL-bH7Q,51,292801,17540,,Travel & Events,,https://www.youtube.com/api/timedtext?v=gY3saWQd9Gs&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261469&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=93B163622292A1EEF40F5CC313FDC973A187879D.A0216AD2B0148EA611632CF4957B8CF37120BAE9&key=yt8&kind=asr&lang=en&fmt=json3
hnLo5N3wo5Q,E dey rush! 🔥🎬 (Ayra Starr on set for the music video of “Rush”),https://i.ytimg.com/vi/hnLo5N3wo5Q/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYYiBiKGIwDw==&rs=AOn4CLDDqMBX-3D39EngvR9J372VI2odQg,,20220924,Afrobeats Central,UCdE3k0QhQmDmAHZX70amtSA,60,1174648,66121,,Music,,
