video_id,title,thumbnail,description,upload_date,uploader,channel_id,duration,view_count,like_count,average_rating,categories,subtitles,automated_captions
0pgFjG4j0d4,"Korean rice cakes, gimbap and ice cups at Korean convenience store #shorts",https://i.ytimg.com/vi/0pgFjG4j0d4/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYfyA-KBMwDw==&rs=AOn4CLBDTRx9EopcXQutMCXNYSV0F1XqDQ,"korean rice cakes, tteokbokki, tuna mayo gimbap and ice cups in korean convenience store emart24
#conveniencestore #ramennoodles #spicyfood #spicynoodles #foodasmr",20230101,Comfort Chomper,UCLqLGzKCh5NDXTBRZ_3k_hg,44,1034605,88451,,People & Blogs,,
PzLB0i_8pkg,IT’S BLUEY! 💙,https://i.ytimg.com/vi/PzLB0i_8pkg/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYWyBbKFswDw==&rs=AOn4CLBtSQ2s7vD7LNM7ZgRVdpXAgnS8Qg,,20230118,Tigga Mac,UCXVN3gW2O7kKlA8UczBHbaA,60,2320336,139717,,People & Blogs,,https://www.youtube.com/api/timedtext?v=PzLB0i_8pkg&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261472&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=D2390FDF6CAA5A55937F714F5CEC47154A191976.01F9413C9995521F10533C98429AF0C02476D78A&key=yt8&kind=asr&lang=en&fmt=json3
el_ULYEsszo,Vet Uses Huge Cutters To Remove a Metal Piece Stuck In Dog's Teeth 👀 | Bondi Vet #shorts,https://i.ytimg.com/vi/el_ULYEsszo/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYPCBFKHIwDw==&rs=AOn4CLCeMlo53kZXJfB3qeIIWNoV4atfpQ,"Border Collie Apollo has been rushed to Gerardo with a jagged piece of metal stuck in his mouth. 😱
🐶 Want to watch more? Subscribe to the Bondi Vet channel: https://www.youtube.com/c/BondiVet/featured?sub_confirmation=1

🐾 Click Here for Full Episodes - https://youtube.com/playlist?list=PL2FmLWmdveeLb_tD0p9XKhU-CgS_ERLFI

😻 Bondi Vet is your ultimate content destination for all things pet and vet. Including full episodes, stories, compilations and clips from the world's favourite vet series. Make your world a better place and subscribe today! 

🐍 For pet product and vet services - https://www.bondivet.com/

Follow our social animals on

🐓 Facebook - http://tinyurl.com/FacebookBondivet 
🐊 Instagram - http://tinyurl.com/InstagramBV 
🐬 Website - https://bondivet.com/ 

Share The Love:
#BondiVet #dogs #pets #dental",20230106,Bondi Vet,UCRnSnAq44St3dzNdgPpfChA,52,683463,38828,,Pets & Animals,,https://www.youtube.com/api/timedtext?v=el_ULYEsszo&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261473&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=42B98A2C13CEE5A5574326A919735B612909BD8F.15BFE57EC9766D061E4F39024EDDEF4B708DD083&key=yt8&kind=asr&lang=en&fmt=json3
9e7qjlWSNqo,Share the Love❤️‍🩹,https://i.ytimg.com/vi/9e7qjlWSNqo/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBeKFMwDw==&rs=AOn4CLDSZM5zYJM_8isctn79vPecmiMTiw,,20220808,Peter Ace,UCDelxWP65NsDDV8LUGoaCTg,33,154337489,,,Entertainment,,
W0EwBmjYi9Y,"Wednesday Addams Dance "" I'll dance, dance, dance with my hands, hands, hands "" Wednesday Challenge",https://i.ytimg.com/vi/W0EwBmjYi9Y/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYQSBBKH8wDw==&rs=AOn4CLAA6h4n7Z05Op_-lDrvMukzEH-aFw,top products wednesday https://clck.ru/335sNp,20221213,TOP TikTop,UCZRnxbxvqPGX-E8mWu15cGg,59,26901148,1802076,,Comedy,,
EsILvUVnDJY,They both are so cute together 🤭❤ [ThymeGorya] / #f4thailand #boysoverflowers,https://i.ytimg.com/vi/EsILvUVnDJY/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZQDgALQBYoCDAgAEAEYQSBeKGUwDw==&rs=AOn4CLAhuaUc7e0q8SZtBF2M-EyLQOWdvw,,20220523,F4 - Thailand,UCIV8WFXXM4NptMgB33IeoAw,52,5900705,537226,,People & Blogs,,
YrbMcqfbTTE,Garlic Butter French Fries,https://i.ytimg.com/vi/YrbMcqfbTTE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBgKE4wDw==&rs=AOn4CLA9kARetkS88Now6kaIkSo6KfEagQ,These fries are golden and crispy on the outside while fluffy on the inside and have been tossed through an incredibly indulgent garlic butter sauce and finished off with a sprinkling of parsley and pecorino romano. This is what dreams are made of. Find the full recipe on daenskitchen.com #shorts #frenchfries #chips,20221214,Daen's Kitchen,UCQFtOy_w3ySgm76zyBn3rlw,51,1255250,78091,,People & Blogs,,https://www.youtube.com/api/timedtext?v=YrbMcqfbTTE&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261478&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=CE11EDB79DF18B2E06861B8F4A6DEA0AB63896A4.4DE3A4B694238482F0C1DEDAD13012E31D8268AA&key=yt8&kind=asr&lang=en&fmt=json3
s-ZrjbRNx1I,Going into like the week like…😎🕺🪩,https://i.ytimg.com/vi/s-ZrjbRNx1I/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBcKEwwDw==&rs=AOn4CLDECFGWHDituIdlebF4_DlOhlEMMA,,20230220,Leah Handal,UCH0wXTVrZT1d2KikD6Njn4A,15,531404,30394,,People & Blogs,,
oDoeFPrhzYs,cleaning is the best therapy #shorts,https://i.ytimg.com/vi/oDoeFPrhzYs/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYSSBbKGUwDw==&rs=AOn4CLBm7zziAWIbRJjwPIa8t4LS62Kx5g,,20230111,kaeli mae,UCH7CLiz2r0Kwh4bLxgMae7w,44,8556327,521111,,People & Blogs,,https://www.youtube.com/api/timedtext?v=oDoeFPrhzYs&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261480&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=8EFE3DFAB86E3D6A3D7A002D1636A3CEFC95D01E.D4B7EBC5A4EFA57074D6FA7CDB9DB9406561C980&key=yt8&kind=asr&lang=en&fmt=json3
CrxTBWNA6Us,All My Best Chocolate Chip Cookie Tips,https://i.ytimg.com/vi/CrxTBWNA6Us/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBbKEIwDw==&rs=AOn4CLBkXNQ83Q1I-rQ0IsTY_BNMwpQJJg,,20230121,benjaminthebaker,UCGN9HEkvzwThiev64LFaLXg,56,1564313,133131,,People & Blogs,,https://www.youtube.com/api/timedtext?v=CrxTBWNA6Us&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261481&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=9C227C8C34CD631EA9CD3280ADFEB119D1C45C01.054C67399F0F750969A1F00DC67ABFFF8F534185&key=yt8&kind=asr&lang=en&fmt=json3
V0KH0hPF8cM,Ayra Starr - Rush (Dance Video) Dc: @LoicReyel,https://i.ytimg.com/vi/V0KH0hPF8cM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYXyBJKGUwDw==&rs=AOn4CLBG906IU2T8DqbSv2ayy83nF1pLzw,,20230305,Loic ReyelTv,UCkTlA-KrDRsdBvZAtz2D0og,55,32054,1989,,Entertainment,,https://www.youtube.com/api/timedtext?v=V0KH0hPF8cM&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261482&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=87EB5F4E915D5304D2902528980B4E41ABFA0103.3FA02012B984AFA07754D94499AED8685BAC3F62&key=yt8&kind=asr&lang=en&fmt=json3
DIVzOltTs4o,THE REVEAL: Make a Birthday Dress with Me AND do a PHOTOSHOOT💕 // Ep. 6 #shorts,https://i.ytimg.com/vi/DIVzOltTs4o/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBIKEEwDw==&rs=AOn4CLDI8UnkzC8S8rz632Fbkkas7ZpIWQ,"#fashiondesigner #sewing #upcycling #photoshoot #birthday 
Music by A$H. - I Know Who - https://thmatc.co/?l=CD776223",20230226,Kiana Bonollo,UCWd-NqRtIdvD8WHVOlKOnAA,42,608415,70287,,Howto & Style,,https://www.youtube.com/api/timedtext?v=DIVzOltTs4o&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261484&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=8AFA48FF179CCF4E24DB2ADCB8EA7DB9E9009B85.0229BE7CA18DCA1B791B80178A18BA2011014DAE&key=yt8&kind=asr&lang=en&fmt=json3
bJyBiQFM0XE,Let’s make a 5 AM SMOOTHIE!!💅 #shorts #foryou #viral #fyp #smoothie,https://i.ytimg.com/vi/bJyBiQFM0XE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBYKEswDw==&rs=AOn4CLBCN4YQYfW53Fj49BDWc3q2a6h3Zg,,20230129,Lala Tv,UC34Rt4YFAwwOz-7oXJ07Z8w,57,5370179,380035,,Comedy,,https://www.youtube.com/api/timedtext?v=bJyBiQFM0XE&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261485&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=092984C4C1B0FB7933465AE145294986264044A2.3160C37E5B321A05C4A73E92715C5E94173B8CF8&key=yt8&kind=asr&lang=en&fmt=json3
ISyVvFu9K9U,Respect 😍🔥💯🔥😍,https://i.ytimg.com/vi/ISyVvFu9K9U/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZQDgALQBYoCDAgAEAEYfyBHKBMwDw==&rs=AOn4CLAtLUsNhfzqdVaYTBvnRmuFAlw5GQ,"respect
shorts
short video
ytshorts
#shorts
respect shorts
video
free
#viralshorts
youtube shorts
respect short video
respect videos
respect tiktok song
respect videos like a boss
2pac
2pac remix
#respect
tiktok boss moments
youtube video download edit upload
youtube app
youtube adsense
youtube channel
cash cow
youtube income
youtube edit
how to make money online
earn money online
make money online
copy paste videos on youtube
tiktok respect moments
tiktok videos 2021
tiktok videos compilation
tiktok video respect boy
respect videos tik tok
affiliate marketing
tiktok challenge
tiktok mashup
tiktok
tiktok respect compilation
tiktok respect the drip karen
tiktok video 2021 new
tiktok video viral
tiktok video viral 2021
tiktok respect song
respect tiktok
respect tiktok video
respect tiktok music
respect tiktok version
#wowvideos
#tiktok
digital marketing
trendingproyt
2022 ringtone
tone new
tone
bad boy attitude ringtone
bad boy ringtone
ringtone attitude
attitude ringtone
alone ringtone
mp3 song ringtone
music ringtone
film ringtone
best ringtone for boys
ringtone for android
song ringtone
baby funny ringtone
funny ringtones
bgm
vip ringtone
trending pro yt
ringtone bgm
ringtone dp
ringtone
yt shorts
mr bean new episodes
mr bean new episodes 2021
мистер бин
مستر بين
misterbin
mr bean real
big mr bean
real mr bean
mr bean real life
mr bean full episodes
classic mr bean
mr bean official
mr bean funny
rowan atkinson
mr bin
mr.bean funny videos
comedy video
m.r bean
mrs bean
funny videos
bean mr bean
mr ben
ms bean
mrbean
mr bean comedy
mr been
mr bean mr bean
mr.bean
mr. bean
mr bean
bean
mister bin
mister bean
makaveli tupac
2pac makaveli
tupac makaveli
makaveli album
2pac albums
makaveli
makaveli motivation
2pac - power & respect | 2022
dj galil
galilhd remix
galil 2pac
galilhd
gangsta sh!t
nozzy e
thug theory
2pac alive
enter makaveli
dj mimo
tupac shakur
new 2pac
2pac 2022
tupac 2022
westcoast
mix
rap
hiphop
hq
hd
best
banger
how to start a blog
2pac shakur
tupac
online marketing
inshot music
new ringtone
best songs no copyright respect video
sigma rule ringtone
indian army respect
sigma rule respect
respect new video 2022
respect videos football
top 5 respect songs
best respect video
finance
top 10 respect background song
respect short song
respect video background music
roberto blake
respect channel
respect club
website traffic
respect viral
respect trending
respect status
free website traffic
respect video
respect clips
comedy movie short video
comedy movie
comedy short video
comedy short
comedy
funny funny
funny movie short video
funny movie short
funny movie
funny shorts video
funny
funny shorts
youtube seo
youtube shorts video
short
copy paste video on youtube and earn money
respect shorts video
teach good
awareness
girl jeans
young girl
girl at bus stop
lesson learnt
amazing videos
viral videos
motivation
kindness
great act
good people
humanity
girls
boys
bus stop
women awareness
women safety
social awareness
motivational video
respect women
upload
copy paste niche
video phone
camera phone
sharing
vidiq
#girlpower
#shortsvideo
#rajlaxmi
#youtubeshorts
#youtube
tubebuddy
#trendingshorts
#rajlaxmi_official
respect short
#women_haircut
#women_respect_tiktok
#women_respect_video
#women_issues
#girls_respect_video
#girls_respect_tik_tok_video
#girls_respect
#girls_respect_tiktok
#girls_respect_shayari
#girls_respect_status
#respect_girl
#please_respect_girls
#behen_ki_izzat
#respect_women
#respect_girls_short
#reaction
#reaction shorts
#reaction videos
#respect videos
लव स्टोरी
sad story
a story of heart touching
new trending video
पैसों से he इंसान की कीमत होती हैं
हमे दुसरो के बारे में भी sochna chahiye
dil बड़ा होना इंसानियत के लिए काफी है
is दुनिया में बिना मतलब के सिर्फ भाई होता है
धोखेबाज लोग
परेशानियों से लड़ना सिखो
rohit ugrejiya
sunny ugrejiya
भारत देश के बच्चे
अच्छे के साथ achha bure ke sath bura he hota hai
kaha gai इंसानियत
दुसरो की बहन को छेड़ने से पहले अपनी बहन को याद रखना
बच्चे भगवान का रूप होते है",20220507,Aladdin2hell,UC8S-lS_PKPgrD3b6gTA8X9Q,50,108191471,6934461,,People & Blogs,,https://www.youtube.com/api/timedtext?v=ISyVvFu9K9U&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261486&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=1600144119A3B1837BF2F2ABDF5DE04DEA1DB91B.462941A91EE1EE1391800BD552E9ADC300EF9581&key=yt8&kind=asr&lang=en&fmt=json3
v60t37N2twU,"Wer fandet ihr, hat die Pose am besten nachgestellt?🤓👀 #916house",https://i.ytimg.com/vi/v60t37N2twU/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZQDgALQBYoCDAgAEAEYciBrKB4wDw==&rs=AOn4CLAoYl_he0XIYVnNj_l4XR95i-mMDg,"Abonniere den Kanal für mehr 9:16 Content!😜🔥


⬇️⬇️⬇️
🌸  @nadinebreaty  https://www.youtube.com/c/nadinebreaty
🌴  @Fabian Baggeler   https://www.youtube.com/c/FabianBaggeler & https://www.youtube.com/channel/UC3p1mLqSIKe7ccXPcq8lsew
🏄  @Itsmanjuu   https://www.youtube.com/channel/UCZ5NjbXeWcBkEtRj2jYn1Mw/
💜  @Anna Gazanis https://www.youtube.com/c/AnnaGazanis
🕶  @ItzJul https://www.youtube.com/c/ItzJulShorts
🐔 @TheRealLauri https://youtube.com/channel/UCR1Ye__TBxZbLuFVSEfVamw",20220618,9:16 House,UCEVy83d1S2fLYHvf021qjXg,20,2469524,121884,,Entertainment,,
gqcUNCcvR_w,I got the power #blackpink#lisa#rosé#jennie#jisoo#blink#power#blackpinkedits,https://i.ytimg.com/vi/gqcUNCcvR_w/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZQDgALQBYoCDAgAEAEYciBYKD0wDw==&rs=AOn4CLA-TB82vlI2Je6NrbS2_Z8ODpWj4Q,,20220720,Rosé_Avocacheang,UClhaldpAxKB2vTgMI6e9GDQ,33,1352601,174853,,Music,,https://www.youtube.com/api/timedtext?v=gqcUNCcvR_w&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261488&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=91D3C39CCD0349127ECC5B1986AB6E66104062E8.9A7EAD866E384F9842608809C1F19B2173C95662&key=yt8&kind=asr&lang=en&fmt=json3
mPMDHUmhvig,He's a Runner he's a TRACKSTAR #shorts,https://i.ytimg.com/vi/mPMDHUmhvig/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBLKEYwDw==&rs=AOn4CLA4RZaiAAl2WF-EXKlfA6j02E0fPw,,20221207,TheMacFamily,UChUZYCkg0wKnfQz9-xNvtaQ,47,15299327,1239893,,Entertainment,,
81A21tifgvA,K-pop idols reaction to fans screams PT.1,https://i.ytimg.com/vi/81A21tifgvA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZQDgALQBYoCDAgAEAEYTyBSKGUwDw==&rs=AOn4CLDzJzkCR3E1HAkNLDmLhH2AIO6H8g,#kpop #shorts #mfaldream #youtubeshorts #edit,20220610,mfaldream,UCwclZU8ZPeK5S6FeesyOnpQ,58,7477162,1093859,,Entertainment,,https://www.youtube.com/api/timedtext?v=81A21tifgvA&caps=asr&xoaf=1&xoadf=4&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261490&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf%2Cxoadf&signature=8A9A9009958978E36EB1EB2F07984FDBDEFC6AF4.5BECDF50231745C9B78E9D4DA412FDA89EABE636&key=yt8&kind=asr&lang=ko&tlang=en&fmt=json3
vXY9w23cssE,Wonder Woman Beheaded Cyborg: The Scariest #shorts #wonderwoman #superman #cyborg,https://i.ytimg.com/vi/vXY9w23cssE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBbKFIwDw==&rs=AOn4CLDpXZ616oPKhLJbT-tXtF5rlG5hqQ,#dccomics #dc,20230129,Gorjo Comics,UCXfFublezkdsIyAiYrjguNg,60,1036786,80130,,Entertainment,,https://www.youtube.com/api/timedtext?v=vXY9w23cssE&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261491&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=E7DAA4341ED183D2013C3AA95EA76C4D3D18A1A0.5C44C194E40CD8B305CF3EDE51520947BDB6280F&key=yt8&kind=asr&lang=en&fmt=json3
L5UWK76t2Lc,Tik tok gacha#short #viral #gachalife,https://i.ytimg.com/vi/L5UWK76t2Lc/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AZQDgALQBYoCDAgAEAEYZSBOKEAwDw==&rs=AOn4CLAQIn-rMlG5b7Ntx3uri40fNrFEjg,,20220312,alisya offline,UCWg65w2QWNg7wMDHwhWVKQQ,59,397939,55902,,People & Blogs,,
OoYOs6NhxPk,Longest flappy bird pull-ups,https://i.ytimg.com/vi/OoYOs6NhxPk/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYMyBlKCAwDw==&rs=AOn4CLCLKwX4luNioSJIBIVTRbZZTDZgmw,,20230206,Carson Teagarden,UCeXfG1_pkNrqGWHFCfvpvow,58,4240371,,,Entertainment,,https://www.youtube.com/api/timedtext?v=OoYOs6NhxPk&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261494&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=61EC60E7F6591CA19D4BB0DFD6348DD313FCC4EF.16A70A2AA9F06D4FCC26CAD6EC380DB1615AE080&key=yt8&kind=asr&lang=en&fmt=json3
m7NGw29Jt9Q,Eating only purple food for 24H 💜,https://i.ytimg.com/vi/m7NGw29Jt9Q/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBXKFIwDw==&rs=AOn4CLC7ZnPIAAzcPO4BGrrSFqTVET6XdA,,20230208,Baochi Travel,UCZDCkQWcA3fh8rvrPXUb16g,31,782692,66111,,Travel & Events,,https://www.youtube.com/api/timedtext?v=m7NGw29Jt9Q&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261495&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=4CAED5BF08DC27440DBF3D175092324729B2E388.DD527239ED679887E95BAE1A0B5410140B7BE0A4&key=yt8&kind=asr&lang=en&fmt=json3
hAhuQ3GqDzY,We made a cool car out of plastic waste! 🚘 #woodmood #shorts #recycling,https://i.ytimg.com/vi/hAhuQ3GqDzY/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBOKD8wDw==&rs=AOn4CLC6GecB_-QHvICjhLHNyOqjC5dUyA,"Amazing thing!

This activity is performed by actors in a controlled environment. Please use caution if you plan to replicate.
Music by Epidemic Sound: https://www.epidemicsound.com/

#craft #woodmood",20230211,Wood Mood,UCO5gl04EhuLl4d6HZMQdg0A,59,6990089,206847,,Howto & Style,,https://www.youtube.com/api/timedtext?v=hAhuQ3GqDzY&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261496&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=EF74DE9C3A87193C86D32220DEF326DD10D0AB90.96017C6ECC32D1CF1F289F075FB83548444458E8&key=yt8&kind=asr&lang=en&fmt=json3
dzgDMzMrX90,Only eating at bakeries for a full day in Turkey! #foodie #shorts #eating #turkey #bakery #baklava,https://i.ytimg.com/vi/dzgDMzMrX90/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciBOKEAwDw==&rs=AOn4CLCv4uwQco1xgoPm5Vu8kOgnnnm2zA,,20230205,KarissaEats,UCamdvUq4-BoneYsHZt0Agrw,59,739526,76969,,People & Blogs,,https://www.youtube.com/api/timedtext?v=dzgDMzMrX90&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261497&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=3AAF6F3F34D07A72C542319FA9A0C97A48D725E4.3E6BEBF100620817A8EE5D4597A32217966C008F&key=yt8&kind=asr&lang=en&fmt=json3
P3kby7nknEc,Index card challenge to let fate decide what we do this Valentine’s Day #indexcardchallenge #couples,https://i.ytimg.com/vi/P3kby7nknEc/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYTiBaKGUwDw==&rs=AOn4CLAlxI-ECnEO3EOSb2M90yKvuFtJnw,,20230219,Michael & Nikita Jay,UCETVZU_HqIoTIW1_BVdLAEA,60,3600217,125206,,People & Blogs,,
UsKKEq1q_vM,Cassowary | The World's Most Dangerous Bird #shorts,https://i.ytimg.com/vi/UsKKEq1q_vM/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLBUOJk70TN4jOnoQPzi2Y6kNvXHZg,"This video explores the unique characteristics and behavior of the Cassowary, a large flightless bird native to the tropical rainforests of northern Australia, Indonesia, and Papua New Guinea. 

#shorts #cassowary #animals #wildlife #animalfacts #animalphotography 
#animalshorts #bird #birds #animal",20230125,Nature World Express,UCdVeDz-yi8KfrjKmlTZ26Qw,59,1523164,74257,,Pets & Animals,,https://www.youtube.com/api/timedtext?v=UsKKEq1q_vM&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261500&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=C1A8C803CEA06EDCD32A8616B13BDF19DBB2D6B6.59311DEE3F9647CB03E92CE20730DAFE55F09AA1&key=yt8&kind=asr&lang=en&fmt=json3
